Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2020-01-02,72.9604721069336,94.90049743652344,68.35554504394531,154.21566772460938,28.68400001525879
2020-01-03,72.25112915039062,93.74849700927734,67.99795532226562,152.29542541503906,29.534000396728516
2020-01-06,72.82686614990234,95.14399719238281,69.81037902832031,152.68902587890625,30.1026668548584
2020-01-07,72.4843521118164,95.34300231933594,69.675537109375,151.296875,31.270666122436523
2020-01-08,73.65036010742188,94.59850311279297,70.17146301269531,153.706787109375,32.80933380126953
2020-01-09,75.21473693847656,95.05249786376953,70.90811920166016,155.62705993652344,32.089332580566406
2020-01-10,75.38478088378906,94.15799713134766,71.3660888671875,154.90699768066406,31.876667022705078
2020-01-13,76.99533081054688,94.56500244140625,71.91896057128906,156.76956176757812,34.990665435791016
2020-01-14,75.95565032958984,93.47200012207031,71.44750213623047,155.6654510498047,35.861331939697266
2020-01-15,75.63011932373047,93.10099792480469,71.87750244140625,156.673583984375,34.56666564941406
2020-01-16,76.57752227783203,93.89700317382812,72.42488098144531,159.5443878173828,34.232666015625
2020-01-17,77.42530059814453,93.23600006103516,73.89119720458984,160.4373321533203,34.03333282470703
2020-01-21,76.90058898925781,94.5999984741211,74.02754211425781,159.86123657226562,36.47999954223633
2020-01-22,77.17508697509766,94.37300109863281,74.10844421386719,159.0930938720703,37.97066879272461
2020-01-23,77.54676055908203,94.22899627685547,74.14939880371094,160.0724639892578,38.14666748046875
2020-01-24,77.32327270507812,93.08200073242188,73.2244644165039,158.45938110351562,37.654666900634766
2020-01-27,75.04954528808594,91.41699981689453,71.50444030761719,155.80946350097656,37.201332092285156
2020-01-28,77.17266082763672,92.6624984741211,72.44186401367188,158.8627166748047,37.793331146240234
2020-01-29,78.78807067871094,92.9000015258789,72.75150299072266,161.3397979736328,38.732666015625
2020-01-30,78.67387390136719,93.53399658203125,72.62914276123047,165.89077758789062,42.72066879272461
2020-01-31,75.18558502197266,100.43599700927734,71.55687713623047,163.44248962402344,43.371334075927734
2020-02-03,74.97911071777344,100.20999908447266,74.04501342773438,167.42703247070312,52.0
2020-02-04,77.45445251464844,102.4834976196289,72.18765258789062,172.93817138671875,59.137332916259766
2020-02-05,78.08602142333984,101.99349975585938,72.21961212158203,172.72691345214844,48.97999954223633
2020-02-06,78.99940490722656,102.5114974975586,73.71389770507812,176.30821228027344,49.930667877197266
2020-02-07,77.92559814453125,103.96399688720703,73.87071990966797,176.55783081054688,49.871334075927734
2020-02-10,78.29570770263672,106.69550323486328,75.34652709960938,181.17601013183594,51.41866683959961
2020-02-11,77.82333374023438,107.54000091552734,75.41644287109375,177.08592224121094,51.62533187866211
2020-02-12,79.67145538330078,108.0,75.8444595336914,177.34515380859375,51.15266799926758
2020-02-13,79.10411071777344,107.49349975585938,75.58275604248047,176.38502502441406,53.599998474121094
2020-02-14,79.12359619140625,106.74349975585938,75.84944915771484,177.9595947265625,53.33533477783203
2020-02-18,77.67478942871094,107.78350067138672,75.8849105834961,179.7646484375,57.22666549682617
2020-02-19,78.79974365234375,108.51100158691406,76.15609741210938,180.30381774902344,61.16133117675781
2020-02-20,77.9913330078125,107.65499877929688,75.7625503540039,177.55032348632812,59.96066665649414
2020-02-21,76.22599792480469,104.79850006103516,74.08796691894531,171.9375,60.06666564941406
2020-02-24,72.60523986816406,100.4645004272461,70.91161346435547,164.5243377685547,55.58599853515625
2020-02-25,70.14592742919922,98.63700103759766,69.23654174804688,161.80938720703125,53.32733154296875
2020-02-26,71.25871276855469,98.97949981689453,69.44380187988281,163.83116149902344,51.91999816894531
2020-02-27,66.60066223144531,94.21499633789062,65.67212677001953,152.28778076171875,45.266666412353516
2020-02-28,66.56169891357422,94.1875,66.88573455810547,155.97511291503906,44.53266525268555
2020-03-02,72.7586441040039,97.69750213623047,69.23654174804688,166.3535614013672,49.574668884277344
2020-03-03,70.44786834716797,95.44950103759766,66.809326171875,158.3819580078125,49.70066833496094
2020-03-04,73.71556091308594,98.79149627685547,69.00080871582031,164.19700622558594,49.96666717529297
2020-03-05,71.32445526123047,96.20149993896484,65.66263580322266,160.07644653320312,48.30266571044922
2020-03-06,70.37724304199219,95.05449676513672,64.71273040771484,155.551513671875,46.89866638183594
2020-03-09,64.81097412109375,90.03050231933594,60.71981430053711,145.00942993164062,40.53333282470703
2020-03-10,69.47876739501953,94.59100341796875,63.68540954589844,154.92572021484375,43.02199935913086
2020-03-11,67.06573486328125,91.04299926757812,60.475589752197266,147.90725708007812,42.28200149536133
2020-03-12,60.44267272949219,83.83049774169922,55.51378631591797,133.87997436523438,37.369998931884766
2020-03-13,67.68421173095703,89.25,60.64390182495117,152.91355895996094,36.44133377075195
2020-03-16,58.976844787597656,84.4574966430664,53.588497161865234,130.37557983398438,29.67133331298828
2020-03-17,61.5700569152832,90.39199829101562,55.83891296386719,141.1102752685547,28.68000030517578
2020-03-18,60.062828063964844,91.5,54.49695587158203,135.17005920410156,24.08133316040039
2020-03-19,59.60262680053711,94.04650115966797,55.519779205322266,137.39407348632812,28.50933265686035
2020-03-20,55.81871032714844,92.30449676513672,53.34926986694336,132.23373413085938,28.50200080871582
2020-03-23,54.63288497924805,95.1415023803711,52.646080017089844,130.91473388671875,28.952667236328125
2020-03-24,60.11396408081055,97.00499725341797,56.43572998046875,142.81430053710938,33.66666793823242
2020-03-25,59.782806396484375,94.29199981689453,55.01785659790039,141.44720458984375,35.95000076293945
2020-03-26,62.92875289916992,97.77449798583984,58.079341888427734,150.29490661621094,35.21066665649414
2020-03-27,60.32337188720703,95.00499725341797,55.44935989379883,144.12367248535156,34.29066848754883
2020-03-30,62.04487609863281,98.19750213623047,57.249794006347656,154.2613983154297,33.47533416748047
2020-03-31,61.91825485229492,97.48600006103516,58.03089904785156,151.83529663085938,34.93333435058594
2020-04-01,58.66030502319336,95.38500213623047,55.04182815551758,146.44386291503906,32.104000091552734
2020-04-02,59.63914489746094,95.94149780273438,55.7874755859375,149.47653198242188,30.29800033569336
2020-04-03,58.782047271728516,95.32949829101562,54.572364807128906,148.099853515625,32.000667572021484
2020-04-06,63.910037994384766,99.87950134277344,59.09168243408203,159.11366271972656,34.41600036621094
2020-04-07,63.16981887817383,100.58000183105469,59.06021499633789,157.39999389648438,36.36333465576172
2020-04-08,64.78662872314453,102.1500015258789,60.28081512451172,158.9789276123047,36.589332580566406
2020-04-09,65.2541275024414,102.13800048828125,60.25933837890625,158.988525390625,38.20000076293945
2020-04-13,66.534912109375,108.44349670410156,60.45112228393555,159.3447265625,43.39666748046875
2020-04-14,69.89512634277344,114.16600036621094,63.18898010253906,167.22964477539062,47.32600021362305
2020-04-15,69.2571792602539,115.38400268554688,62.79293441772461,165.47743225097656,48.65533447265625
2020-04-16,69.80748748779297,120.40950012207031,62.79942321777344,170.44520568847656,49.680667877197266
2020-04-17,68.86028289794922,118.75,63.87668991088867,171.94715881347656,50.259334564208984
2020-04-20,67.43097686767578,119.68049621582031,62.98521041870117,168.53897094726562,49.75733184814453
2020-04-21,65.3466567993164,116.40599822998047,60.53852081298828,161.56871032714844,45.781333923339844
2020-04-22,67.22886657714844,118.17449951171875,62.84836959838867,167.05638122558594,48.807334899902344
2020-04-23,66.96835327148438,119.97250366210938,63.48563766479492,165.03460693359375,47.04199981689453
2020-04-24,68.90167999267578,120.51100158691406,63.75682830810547,168.04800415039062,48.34333419799805
2020-04-27,68.95038604736328,118.80000305175781,63.47015380859375,167.5666046142578,53.25
2020-04-28,67.83274841308594,115.7040023803711,61.5588493347168,163.48455810546875,51.27466583251953
2020-04-29,70.06072235107422,118.635498046875,67.03206634521484,170.82070922851562,53.367332458496094
2020-04-30,71.53873443603516,123.69999694824219,67.25780487060547,172.53440856933594,52.12533187866211
2020-05-01,70.38699340820312,114.302001953125,65.79048919677734,168.06724548339844,46.75466537475586
2020-05-04,71.38288879394531,115.79949951171875,66.06916809082031,172.17816162109375,50.74599838256836
2020-05-05,72.45426177978516,115.88999938964844,67.37367248535156,174.0266876220703,51.2140007019043
2020-05-06,73.20179748535156,117.56300354003906,67.19438171386719,175.74034118652344,52.172000885009766
2020-05-07,73.95904541015625,118.38050079345703,68.38551330566406,176.76092529296875,52.00266647338867
2020-05-08,75.71942138671875,118.98049926757812,69.13765716552734,177.80064392089844,54.62799835205078
2020-05-11,76.91088104248047,120.44999694824219,70.09904479980469,179.78392028808594,54.08599853515625
